% Model,2D_ICP_pressure_power_mph.mph,,,,,
% Version,COMSOL 6.0.0.405,,,,,
% Date,"Oct 23 2022, 22:03",,,,,
% Dimension,2,,,,,
% Nodes,3263,,,,,
% Expressions,5,,,,,
% Description,Electron density,,,,,
% Length unit,mm,,,,,
% r,z,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=100 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=200 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=300 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=400 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=500 W
0,0.258390454,4.90E+14,1.13E+15,1.81E+15,2.50E+15,3.20E+15
88.63636351,107.7227774,1.26E+15,2.67E+15,4.07E+15,5.47E+15,6.86E+15
88.63636364,108,5.83E+14,1.18E+15,1.76E+15,2.35E+15,2.93E+15
0,0.620137089,1.48E+15,3.39E+15,5.36E+15,7.36E+15,9.36E+15
6.678571429,0.620137089,1.50E+15,3.44E+15,5.45E+15,7.47E+15,9.51E+15
81.81818182,107.7227826,1.30E+15,2.72E+15,4.13E+15,5.55E+15,6.95E+15
81.81818182,108,5.97E+14,1.20E+15,1.79E+15,2.38E+15,2.96E+15
0,1.126582378,3.28E+15,7.03E+15,1.08E+16,1.45E+16,1.83E+16
6.678571429,1.126582378,3.34E+15,7.15E+15,1.10E+16,1.48E+16,1.86E+16
75,107.7227849,1.32E+15,2.75E+15,4.17E+15,5.58E+15,6.99E+15
75,108,6.06E+14,1.21E+15,1.80E+15,2.38E+15,2.97E+15
68.18181818,107.7228106,1.34E+15,2.77E+15,4.19E+15,5.60E+15,7.01E+15
68.18181818,108,6.13E+14,1.21E+15,1.80E+15,2.39E+15,2.97E+15
0,1.835605782,6.02E+15,1.23E+16,1.86E+16,2.48E+16,3.10E+16
6.678571429,1.835605782,6.13E+15,1.25E+16,1.89E+16,2.53E+16,3.16E+16
61.36363636,107.7229223,1.35E+15,2.78E+15,4.19E+15,5.60E+15,6.99E+15
61.36363636,108,6.16E+14,1.21E+15,1.80E+15,2.37E+15,2.95E+15
54.54545455,107.7231631,1.36E+15,2.78E+15,4.19E+15,5.59E+15,6.98E+15
54.54545455,108,6.19E+14,1.21E+15,1.79E+15,2.36E+15,2.94E+15
47.72727273,107.7234356,1.37E+15,2.78E+15,4.17E+15,5.56E+15,6.94E+15
47.72727273,108,6.18E+14,1.20E+15,1.78E+15,2.35E+15,2.91E+15
40.90909091,107.7241513,1.36E+15,2.76E+15,4.14E+15,5.51E+15,6.88E+15
40.90909091,108,6.16E+14,1.19E+15,1.76E+15,2.32E+15,2.88E+15
34.09090909,107.7268331,1.36E+15,2.74E+15,4.11E+15,5.47E+15,6.82E+15
34.09090909,108,6.17E+14,1.19E+15,1.75E+15,2.31E+15,2.86E+15
27.27272727,107.7333026,1.34E+15,2.70E+15,4.05E+15,5.38E+15,6.71E+15
27.27272727,108,6.16E+14,1.19E+15,1.75E+15,2.30E+15,2.85E+15
20.45454545,107.742775,1.30E+15,2.61E+15,3.91E+15,5.20E+15,6.49E+15
20.45454545,108,6.09E+14,1.17E+15,1.72E+15,2.27E+15,2.80E+15
13.63636364,107.7506301,1.29E+15,2.59E+15,3.88E+15,5.16E+15,6.44E+15
13.63636364,108,6.15E+14,1.18E+15,1.73E+15,2.28E+15,2.82E+15
6.818181818,107.7545576,1.26E+15,2.53E+15,3.79E+15,5.04E+15,6.28E+15
6.818181818,108,6.06E+14,1.16E+15,1.71E+15,2.25E+15,2.78E+15
0,107.7545576,1.23E+15,2.46E+15,3.69E+15,4.91E+15,6.12E+15
0,108,5.91E+14,1.13E+15,1.66E+15,2.19E+15,2.71E+15
0,107.4109382,2.49E+15,5.06E+15,7.61E+15,1.01E+16,1.27E+16
6.818181818,107.4109382,2.56E+15,5.20E+15,7.82E+15,1.04E+16,1.30E+16
0,106.9298711,4.38E+15,8.78E+15,1.31E+16,1.74E+16,2.17E+16
6.818181818,106.9298711,4.51E+15,9.02E+15,1.35E+16,1.79E+16,2.22E+16
0,106.2563771,7.12E+15,1.41E+16,2.09E+16,2.77E+16,3.44E+16
6.818181818,106.2563771,7.32E+15,1.45E+16,2.15E+16,2.84E+16,3.53E+16
224.3486359,-136.3636364,3.52E+12,7.70E+12,1.19E+13,1.62E+13,2.05E+13
224.3468046,-129.5454545,3.95E+12,8.62E+12,1.34E+13,1.81E+13,2.29E+13
223.8166885,-136.3636364,3.53E+12,7.73E+12,1.20E+13,1.63E+13,2.06E+13
224.3453034,-122.7272727,4.57E+12,9.98E+12,1.55E+13,2.10E+13,2.65E+13
223.8133618,-129.5454545,3.96E+12,8.66E+12,1.35E+13,1.83E+13,2.31E+13
223.0719622,-136.3636364,3.57E+12,7.83E+12,1.22E+13,1.66E+13,2.10E+13
224.3442408,-115.9090909,5.42E+12,1.18E+13,1.84E+13,2.49E+13,3.15E+13
223.8106345,-122.7272727,4.59E+12,1.00E+13,1.56E+13,2.12E+13,2.68E+13
223.0665417,-129.5454545,4.01E+12,8.79E+12,1.37E+13,1.86E+13,2.35E+13
224.3435327,-109.0909091,6.55E+12,1.43E+13,2.21E+13,3.01E+13,3.80E+13
223.8087041,-115.9090909,5.46E+12,1.19E+13,1.85E+13,2.52E+13,3.18E+13
223.0620981,-122.7272727,4.65E+12,1.02E+13,1.58E+13,2.15E+13,2.73E+13
224.3430671,-102.2727273,8.00E+12,1.74E+13,2.70E+13,3.67E+13,4.64E+13
223.8074177,-109.0909091,6.60E+12,1.44E+13,2.24E+13,3.04E+13,3.85E+13
223.0589528,-115.9090909,5.53E+12,1.21E+13,1.88E+13,2.56E+13,3.24E+13
224.3427721,-95.45454545,9.84E+12,2.15E+13,3.33E+13,4.52E+13,5.71E+13
223.806572,-102.2727273,8.07E+12,1.76E+13,2.74E+13,3.72E+13,4.70E+13
223.0568568,-109.0909091,6.70E+12,1.47E+13,2.28E+13,3.09E+13,3.91E+13
188.8775614,-136.3636364,3.65E+12,8.00E+12,1.24E+13,1.69E+13,2.14E+13
188.1523322,-136.3636364,3.61E+12,7.90E+12,1.23E+13,1.67E+13,2.11E+13
187.6343113,-136.3636364,3.61E+12,7.87E+12,1.22E+13,1.66E+13,2.09E+13
224.3426185,-88.63636364,1.22E+13,2.65E+13,4.11E+13,5.58E+13,7.06E+13
223.806036,-95.45454545,9.95E+12,2.17E+13,3.37E+13,4.58E+13,5.79E+13
223.0554787,-102.2727273,8.20E+12,1.79E+13,2.79E+13,3.78E+13,4.79E+13
188.8887672,-129.5454545,4.10E+12,8.98E+12,1.40E+13,1.90E+13,2.40E+13
188.1592096,-129.5454545,4.05E+12,8.86E+12,1.38E+13,1.87E+13,2.37E+13
187.638097,-129.5454545,4.04E+12,8.82E+12,1.37E+13,1.86E+13,2.35E+13
224.3425807,-81.81818182,1.51E+13,3.28E+13,5.09E+13,6.91E+13,8.74E+13
223.8057569,-88.63636364,1.23E+13,2.69E+13,4.17E+13,5.66E+13,7.16E+13
223.0546055,-95.45454545,1.01E+13,2.21E+13,3.43E+13,4.66E+13,5.90E+13
188.8984558,-122.7272727,4.75E+12,1.04E+13,1.62E+13,2.20E+13,2.78E+13
188.1651559,-122.7272727,4.70E+12,1.03E+13,1.59E+13,2.17E+13,2.74E+13
187.6413702,-122.7272727,4.68E+12,1.02E+13,1.58E+13,2.15E+13,2.71E+13
224.3425252,-75,1.86E+13,4.05E+13,6.27E+13,8.51E+13,1.07E+14
223.8056883,-81.81818182,1.53E+13,3.33E+13,5.17E+13,7.02E+13,8.87E+13
223.0541507,-88.63636364,1.26E+13,2.74E+13,4.25E+13,5.77E+13,7.30E+13
188.9058604,-115.9090909,5.65E+12,1.24E+13,1.92E+13,2.62E+13,3.31E+13
188.1697004,-115.9090909,5.58E+12,1.22E+13,1.89E+13,2.57E+13,3.26E+13
187.6438718,-115.9090909,5.55E+12,1.21E+13,1.88E+13,2.55E+13,3.22E+13
224.3424441,-68.18181818,2.29E+13,4.97E+13,7.70E+13,1.04E+14,1.32E+14
223.8055875,-75,1.89E+13,4.12E+13,6.38E+13,8.66E+13,1.09E+14
223.054039,-81.81818182,1.56E+13,3.40E+13,5.28E+13,7.17E+13,9.06E+13
188.9109877,-109.0909091,6.84E+12,1.50E+13,2.33E+13,3.16E+13,4.00E+13
188.1728472,-109.0909091,6.74E+12,1.47E+13,2.29E+13,3.11E+13,3.93E+13
187.6456039,-109.0909091,6.70E+12,1.46E+13,2.27E+13,3.08E+13,3.89E+13
224.3424678,-61.36363636,2.81E+13,6.10E+13,9.43E+13,1.28E+14,1.61E+14
223.8054402,-68.18181818,2.34E+13,5.08E+13,7.87E+13,1.07E+14,1.35E+14
223.0538746,-75,1.94E+13,4.22E+13,6.54E+13,8.87E+13,1.12E+14
188.9142376,-102.2727273,8.39E+12,1.83E+13,2.85E+13,3.87E+13,4.89E+13
188.1748418,-102.2727273,8.25E+12,1.80E+13,2.80E+13,3.80E+13,4.81E+13
187.6467019,-102.2727273,8.18E+12,1.78E+13,2.77E+13,3.76E+13,4.75E+13
224.3426205,-54.54545455,3.44E+13,7.45E+13,1.15E+14,1.56E+14,1.97E+14
223.8054831,-61.36363636,2.89E+13,6.26E+13,9.69E+13,1.31E+14,1.66E+14
223.0536346,-68.18181818,2.40E+13,5.23E+13,8.10E+13,1.10E+14,1.39E+14
188.9161685,-95.45454545,1.03E+13,2.26E+13,3.51E+13,4.77E+13,6.03E+13
188.1760268,-95.45454545,1.02E+13,2.22E+13,3.45E+13,4.68E+13,5.92E+13
187.6473542,-95.45454545,1.01E+13,2.19E+13,3.40E+13,4.62E+13,5.84E+13
224.3428977,-47.72727273,4.20E+13,9.08E+13,1.40E+14,1.90E+14,2.40E+14
223.8057607,-54.54545455,3.56E+13,7.72E+13,1.19E+14,1.62E+14,2.05E+14
223.0537046,-61.36363636,2.99E+13,6.49E+13,1.01E+14,1.36E+14,1.72E+14
188.9173377,-88.63636364,1.28E+13,2.80E+13,4.35E+13,5.90E+13,7.47E+13
188.1767444,-88.63636364,1.26E+13,2.75E+13,4.27E+13,5.79E+13,7.32E+13
187.6477492,-88.63636364,1.24E+13,2.71E+13,4.21E+13,5.71E+13,7.22E+13
224.3432588,-40.90909091,5.11E+13,1.10E+14,1.70E+14,2.31E+14,2.91E+14
223.8062641,-47.72727273,4.40E+13,9.53E+13,1.47E+14,2.00E+14,2.52E+14
223.0541568,-54.54545455,3.73E+13,8.09E+13,1.25E+14,1.70E+14,2.15E+14
188.9181496,-81.81818182,1.60E+13,3.48E+13,5.40E+13,7.33E+13,9.26E+13
188.1772427,-81.81818182,1.56E+13,3.41E+13,5.29E+13,7.18E+13,9.07E+13
187.6480235,-81.81818182,1.54E+13,3.36E+13,5.21E+13,7.07E+13,8.93E+13
224.3435522,-34.09090909,6.21E+13,1.34E+14,2.07E+14,2.81E+14,3.54E+14
223.8069202,-40.90909091,5.44E+13,1.18E+14,1.82E+14,2.48E+14,3.13E+14
223.0549772,-47.72727273,4.67E+13,1.02E+14,1.57E+14,2.14E+14,2.70E+14
188.9188406,-75,1.98E+13,4.31E+13,6.68E+13,9.07E+13,1.15E+14
188.1776668,-75,1.94E+13,4.21E+13,6.52E+13,8.85E+13,1.12E+14
187.6482569,-75,1.90E+13,4.14E+13,6.41E+13,8.69E+13,1.10E+14
224.3433919,-27.27272727,7.57E+13,1.64E+14,2.54E+14,3.44E+14,4.35E+14
223.8074532,-34.09090909,6.76E+13,1.47E+14,2.28E+14,3.09E+14,3.91E+14
223.056046,-40.90909091,5.89E+13,1.28E+14,1.99E+14,2.71E+14,3.43E+14
188.9195401,-68.18181818,2.46E+13,5.35E+13,8.29E+13,1.12E+14,1.42E+14
188.1780961,-68.18181818,2.39E+13,5.20E+13,8.05E+13,1.09E+14,1.38E+14
187.6484933,-68.18181818,2.34E+13,5.09E+13,7.87E+13,1.07E+14,1.35E+14
224.3425907,-20.45454545,9.26E+13,2.02E+14,3.13E+14,4.26E+14,5.38E+14
223.8071619,-27.27272727,8.51E+13,1.86E+14,2.89E+14,3.94E+14,4.98E+14
223.0569145,-34.09090909,7.53E+13,1.65E+14,2.57E+14,3.49E+14,4.42E+14
224.3420092,-13.63636364,1.14E+14,2.51E+14,3.92E+14,5.33E+14,6.76E+14
188.9203062,-61.36363636,3.07E+13,6.66E+13,1.03E+14,1.40E+14,1.77E+14
188.1785663,-61.36363636,2.96E+13,6.42E+13,9.93E+13,1.35E+14,1.70E+14
187.6487521,-61.36363636,2.88E+13,6.24E+13,9.65E+13,1.31E+14,1.65E+14
223.8057064,-20.45454545,1.09E+14,2.40E+14,3.74E+14,5.10E+14,6.47E+14
223.05644,-27.27272727,9.84E+13,2.17E+14,3.40E+14,4.63E+14,5.87E+14
223.80465,-13.63636364,1.41E+14,3.14E+14,4.94E+14,6.75E+14,8.58E+14
224.3429308,-6.818181818,1.41E+14,3.15E+14,4.94E+14,6.76E+14,8.59E+14
188.9212736,-54.54545455,3.83E+13,8.32E+13,1.29E+14,1.75E+14,2.21E+14
188.17916,-54.54545455,3.66E+13,7.92E+13,1.23E+14,1.66E+14,2.10E+14
187.6490789,-54.54545455,3.53E+13,7.64E+13,1.18E+14,1.60E+14,2.02E+14
223.0540683,-20.45454545,1.31E+14,2.93E+14,4.60E+14,6.29E+14,8.00E+14
223.8063242,-6.818181818,1.84E+14,4.18E+14,6.61E+14,9.08E+14,1.16E+15
223.0523472,-13.63636364,1.79E+14,4.05E+14,6.39E+14,8.76E+14,1.12E+15
223.8108883,7.60E-17,2.41E+14,5.56E+14,8.87E+14,1.22E+15,1.56E+15
224.3454431,4.19E-17,1.75E+14,3.96E+14,6.26E+14,8.60E+14,1.10E+15
188.922346,-47.72727273,4.81E+13,1.05E+14,1.62E+14,2.20E+14,2.78E+14
188.1798182,-47.72727273,4.53E+13,9.80E+13,1.52E+14,2.06E+14,2.60E+14
187.6494412,-47.72727273,4.32E+13,9.33E+13,1.44E+14,1.95E+14,2.46E+14
223.0550751,-6.818181818,2.47E+14,5.66E+14,8.99E+14,1.24E+15,1.58E+15
223.0625116,1.24E-16,3.40E+14,7.91E+14,1.26E+15,1.75E+15,2.23E+15
223.8154524,6.615218572,3.08E+14,7.21E+14,1.16E+15,1.60E+15,2.06E+15
224.3479554,6.615218572,2.12E+14,4.87E+14,7.77E+14,1.07E+15,1.37E+15
188.9232702,-40.90909091,6.12E+13,1.34E+14,2.07E+14,2.82E+14,3.56E+14
188.1803854,-40.90909091,5.63E+13,1.22E+14,1.89E+14,2.56E+14,3.24E+14
187.6497534,-40.90909091,5.28E+13,1.14E+14,1.76E+14,2.38E+14,3.01E+14
223.0699481,6.615218572,4.53E+14,1.06E+15,1.71E+15,2.37E+15,3.03E+15
223.8184666,13.23043714,3.82E+14,9.07E+14,1.46E+15,2.04E+15,2.61E+15
224.3496146,13.23043714,2.52E+14,5.88E+14,9.44E+14,1.31E+15,1.68E+15
188.9237144,-34.09090909,7.95E+13,1.74E+14,2.71E+14,3.69E+14,4.67E+14
188.180658,-34.09090909,7.09E+13,1.54E+14,2.39E+14,3.25E+14,4.11E+14
187.6499035,-34.09090909,6.48E+13,1.40E+14,2.16E+14,2.93E+14,3.70E+14
223.0748593,13.23043714,5.82E+14,1.38E+15,2.22E+15,3.08E+15,3.96E+15
223.8193249,19.84565571,4.62E+14,1.11E+15,1.80E+15,2.50E+15,3.22E+15
224.3500871,19.84565571,2.93E+14,6.93E+14,1.12E+15,1.56E+15,2.01E+15
223.0762578,19.84565571,7.21E+14,1.72E+15,2.78E+15,3.87E+15,4.97E+15
188.9229592,-27.27272727,1.06E+14,2.34E+14,3.65E+14,4.98E+14,6.31E+14
188.1801945,-27.27272727,9.06E+13,1.98E+14,3.08E+14,4.18E+14,5.30E+14
187.6496484,-27.27272727,7.99E+13,1.73E+14,2.68E+14,3.63E+14,4.58E+14
223.8190269,26.46087429,5.39E+14,1.30E+15,2.12E+15,2.96E+15,3.82E+15
224.349923,26.46087429,3.32E+14,7.94E+14,1.29E+15,1.80E+15,2.32E+15
223.0757722,26.46087429,8.57E+14,2.06E+15,3.33E+15,4.64E+15,5.96E+15
188.1842665,-20.45454545,1.19E+14,2.63E+14,4.11E+14,5.60E+14,7.10E+14
187.6518898,-20.45454545,1.00E+14,2.19E+14,3.40E+14,4.62E+14,5.85E+14
223.8187832,33.07609286,6.11E+14,1.49E+15,2.42E+15,3.39E+15,4.37E+15
224.3497889,33.07609286,3.68E+14,8.88E+14,1.45E+15,2.03E+15,2.62E+15
223.0753753,33.07609286,9.85E+14,2.37E+15,3.85E+15,5.36E+15,6.90E+15
223.0770364,39.69131143,1.08E+15,2.61E+15,4.24E+15,5.92E+15,7.61E+15
223.8198027,39.69131143,6.66E+14,1.63E+15,2.66E+15,3.72E+15,4.80E+15
224.3503501,39.69131143,3.96E+14,9.62E+14,1.57E+15,2.20E+15,2.85E+15
223.0839983,46.30653,1.15E+15,2.78E+15,4.52E+15,6.31E+15,8.13E+15
223.8240756,46.30653,7.05E+14,1.73E+15,2.83E+15,3.96E+15,5.11E+15
224.3527021,46.30653,4.17E+14,1.02E+15,1.66E+15,2.33E+15,3.01E+15
166.9642857,0.659367082,6.86E+14,1.69E+15,2.76E+15,3.86E+15,4.98E+15
166.9642857,1.197850198,1.32E+15,3.18E+15,5.13E+15,7.11E+15,9.11E+15
160.2857143,0.658391436,7.60E+14,1.86E+15,3.03E+15,4.23E+15,5.44E+15
223.0996454,52.92174857,1.17E+15,2.84E+15,4.62E+15,6.45E+15,8.31E+15
223.8336788,52.92174857,7.19E+14,1.77E+15,2.89E+15,4.05E+15,5.23E+15
224.3579883,52.92174857,4.26E+14,1.04E+15,1.70E+15,2.39E+15,3.09E+15
160.2857143,1.196077775,1.48E+15,3.53E+15,5.67E+15,7.84E+15,1.00E+16
153.6071429,0.657658449,8.40E+14,2.05E+15,3.34E+15,4.66E+15,5.99E+15
223.1362502,59.53696714,1.14E+15,2.78E+15,4.52E+15,6.32E+15,8.15E+15
223.8561445,59.53696714,7.05E+14,1.73E+15,2.83E+15,3.97E+15,5.13E+15
224.3703548,59.53696714,4.22E+14,1.03E+15,1.68E+15,2.36E+15,3.05E+15
160.2857143,1.94883865,2.59E+15,6.00E+15,9.51E+15,1.31E+16,1.66E+16
153.6071429,1.194746183,1.66E+15,3.95E+15,6.32E+15,8.72E+15,1.11E+16
146.9285714,0.657221784,9.17E+14,2.23E+15,3.62E+15,5.04E+15,6.48E+15
223.892078,66.15001941,6.71E+14,1.65E+15,2.70E+15,3.78E+15,4.88E+15
224.3901347,66.15001941,4.05E+14,9.84E+14,1.61E+15,2.26E+15,2.92E+15
153.6071429,1.94666901,2.92E+15,6.72E+15,1.06E+16,1.45E+16,1.85E+16
146.9285714,1.193952908,1.84E+15,4.33E+15,6.91E+15,9.51E+15,1.21E+16
140.25,0.65706322,9.96E+14,2.41E+15,3.90E+15,5.43E+15,6.97E+15
146.9285714,1.945376482,3.25E+15,7.41E+15,1.17E+16,1.59E+16,2.02E+16
140.25,1.19366485,2.02E+15,4.73E+15,7.50E+15,1.03E+16,1.31E+16
133.5714286,0.657119711,1.07E+15,2.59E+15,4.18E+15,5.80E+15,7.44E+15
140.25,1.944907131,3.59E+15,8.11E+15,1.27E+16,1.73E+16,2.19E+16
133.5714286,1.193767475,2.21E+15,5.11E+15,8.09E+15,1.11E+16,1.41E+16
126.8928571,0.65731386,1.15E+15,2.75E+15,4.43E+15,6.13E+15,7.86E+15
203.6573269,106.1054326,6.66E+14,1.73E+15,2.89E+15,4.09E+15,5.33E+15
197.0269872,106.0396826,9.62E+14,2.45E+15,4.06E+15,5.73E+15,7.44E+15
210.2640187,106.1904394,4.09E+14,1.08E+15,1.82E+15,2.60E+15,3.39E+15
216.8309729,106.2715451,1.52E+14,4.36E+14,7.66E+14,1.12E+15,1.49E+15
190.3805406,106.0246816,1.30E+15,3.26E+15,5.36E+15,7.54E+15,9.75E+15
120.2142857,0.657570029,1.22E+15,2.90E+15,4.66E+15,6.45E+15,8.25E+15
133.5714286,1.945074345,3.94E+15,8.79E+15,1.37E+16,1.86E+16,2.36E+16
126.8928571,1.19412018,2.38E+15,5.46E+15,8.61E+15,1.18E+16,1.49E+16
190.5846991,106.7876706,7.44E+14,1.93E+15,3.23E+15,4.58E+15,5.96E+15
183.7054912,106.0331214,1.66E+15,4.10E+15,6.71E+15,9.39E+15,1.21E+16
183.8543632,106.7928504,9.63E+14,2.46E+15,4.08E+15,5.76E+15,7.47E+15
197.2974804,106.7968773,5.43E+14,1.44E+15,2.42E+15,3.46E+15,4.52E+15
204.0003762,106.8372306,3.66E+14,9.87E+14,1.68E+15,2.42E+15,3.17E+15
210.6887584,106.8894025,2.24E+14,6.12E+14,1.05E+15,1.52E+15,2.01E+15
223.338184,106.338184,1.17E+14,2.77E+14,4.49E+14,6.26E+14,8.07E+14
217.3527521,106.9391803,6.72E+13,1.97E+14,3.55E+14,5.31E+14,7.18E+14
224.0209779,101.1609134,2.31E+14,5.33E+14,8.50E+14,1.17E+15,1.50E+15
183.9607003,107.335514,5.20E+14,1.36E+15,2.29E+15,3.26E+15,4.24E+15
177.1041414,106.7916295,1.20E+15,3.03E+15,4.99E+15,7.00E+15,9.04E+15
177.1799277,107.3348419,6.55E+14,1.69E+15,2.81E+15,3.98E+15,5.17E+15
176.9980406,106.0311322,2.05E+15,5.01E+15,8.14E+15,1.13E+16,1.46E+16
170.338436,106.7904087,1.46E+15,3.61E+15,5.89E+15,8.23E+15,1.06E+16
170.390632,107.3341699,7.98E+14,2.02E+15,3.34E+15,4.70E+15,6.08E+15
113.5357143,0.657822893,1.29E+15,3.05E+15,4.88E+15,6.75E+15,8.62E+15
120.2142857,1.194585552,2.55E+15,5.80E+15,9.11E+15,1.24E+16,1.58E+16
126.8928571,1.945649027,4.26E+15,9.42E+15,1.46E+16,1.98E+16,2.50E+16
190.7305266,107.3326627,3.98E+14,1.06E+15,1.79E+15,2.57E+15,3.36E+15
197.4906898,107.3377306,2.89E+14,7.78E+14,1.33E+15,1.92E+15,2.52E+15
204.2454114,107.3599434,1.93E+14,5.26E+14,9.09E+14,1.32E+15,1.74E+15
210.9921439,107.3886619,1.22E+14,3.31E+14,5.76E+14,8.38E+14,1.11E+15
223.9800791,106.9800791,1.04E+14,2.37E+14,3.76E+14,5.18E+14,6.63E+14
217.7254515,107.4160625,3.09E+13,8.59E+13,1.53E+14,2.29E+14,3.12E+14
224.4610888,101.4548337,1.89E+14,4.24E+14,6.71E+14,9.22E+14,1.18E+15
163.5941511,107.3342048,9.58E+14,2.39E+15,3.91E+15,5.47E+15,7.06E+15
170.2653616,106.0291429,2.46E+15,5.92E+15,9.57E+15,1.33E+16,1.70E+16
163.5596775,106.7904721,1.74E+15,4.24E+15,6.86E+15,9.54E+15,1.23E+16
106.8571429,0.658028191,1.35E+15,3.18E+15,5.08E+15,7.01E+15,8.96E+15
113.5357143,1.195044923,2.71E+15,6.12E+15,9.58E+15,1.31E+16,1.65E+16
120.2142857,1.946407285,4.57E+15,1.00E+16,1.55E+16,2.10E+16,2.65E+16
224.4385757,107.4385757,1.06E+14,2.35E+14,3.67E+14,5.00E+14,6.35E+14
156.7916201,107.334327,1.13E+15,2.76E+15,4.49E+15,6.25E+15,8.03E+15
163.5114145,106.0292463,2.92E+15,6.92E+15,1.11E+16,1.54E+16,1.96E+16
156.7699281,106.7906941,2.04E+15,4.88E+15,7.85E+15,1.09E+16,1.39E+16
100.1785714,0.65816983,1.40E+15,3.29E+15,5.24E+15,7.23E+15,9.22E+15
106.8571429,1.195417881,2.87E+15,6.42E+15,1.00E+16,1.36E+16,1.72E+16
113.5357143,1.947155764,4.88E+15,1.06E+16,1.63E+16,2.21E+16,2.78E+16
149.984211,107.3344406,1.30E+15,3.13E+15,5.05E+15,7.00E+15,8.97E+15
156.7395592,106.029608,3.40E+15,7.95E+15,1.27E+16,1.74E+16,2.22E+16
149.9713167,106.7909005,2.34E+15,5.52E+15,8.81E+15,1.21E+16,1.55E+16
93.5,0.658257342,1.45E+15,3.39E+15,5.40E+15,7.44E+15,9.48E+15
100.1785714,1.195675191,3.00E+15,6.66E+15,1.04E+16,1.41E+16,1.78E+16
106.8571429,1.947763447,5.16E+15,1.11E+16,1.71E+16,2.30E+16,2.90E+16
143.1730417,107.3345164,1.48E+15,3.50E+15,5.60E+15,7.73E+15,9.87E+15
149.9532647,106.0299442,3.89E+15,8.96E+15,1.42E+16,1.95E+16,2.48E+16
143.1658743,106.7910381,2.65E+15,6.16E+15,9.76E+15,1.34E+16,1.70E+16
136.3591306,107.3345571,1.66E+15,3.87E+15,6.14E+15,8.44E+15,1.07E+16
86.82142857,0.65832236,1.49E+15,3.47E+15,5.52E+15,7.59E+15,9.67E+15
93.5,1.195834171,3.12E+15,6.90E+15,1.07E+16,1.45E+16,1.83E+16
100.1785714,1.948182696,5.40E+15,1.16E+16,1.77E+16,2.38E+16,2.99E+16
80.14285714,0.658419778,1.53E+15,3.55E+15,5.63E+15,7.74E+15,9.85E+15
143.1558398,106.0301685,4.39E+15,9.97E+15,1.57E+16,2.14E+16,2.72E+16
136.3554509,106.7911121,2.97E+15,6.78E+15,1.07E+16,1.46E+16,1.85E+16
129.543351,107.3345763,1.84E+15,4.21E+15,6.65E+15,9.09E+15,1.15E+16
86.82142857,1.195952288,3.23E+15,7.08E+15,1.10E+16,1.48E+16,1.87E+16
93.5,1.948441731,5.64E+15,1.20E+16,1.83E+16,2.46E+16,3.09E+16
73.46428571,0.658621847,1.56E+15,3.60E+15,5.71E+15,7.84E+15,9.98E+15
80.14285714,1.196129263,3.32E+15,7.26E+15,1.12E+16,1.52E+16,1.91E+16
136.3502993,106.030289,4.89E+15,1.10E+16,1.71E+16,2.33E+16,2.95E+16
129.5416331,106.791147,3.28E+15,7.38E+15,1.15E+16,1.57E+16,1.99E+16
122.7263975,107.334587,2.00E+15,4.53E+15,7.10E+15,9.67E+15,1.23E+16
86.82142857,1.948634187,5.84E+15,1.23E+16,1.88E+16,2.52E+16,3.16E+16
66.78571429,0.658997846,1.59E+15,3.65E+15,5.78E+15,7.92E+15,1.01E+16
73.46428571,1.196496355,3.40E+15,7.39E+15,1.14E+16,1.54E+16,1.94E+16
80.14285714,1.948922543,6.02E+15,1.26E+16,1.92E+16,2.57E+16,3.23E+16
60.10714286,0.659558466,1.61E+15,3.68E+15,5.82E+15,7.98E+15,1.02E+16
129.5392281,106.0303459,5.38E+15,1.19E+16,1.85E+16,2.51E+16,3.17E+16
122.7256828,106.7911663,3.57E+15,7.92E+15,1.23E+16,1.67E+16,2.11E+16
115.9087752,107.3345968,2.16E+15,4.81E+15,7.50E+15,1.02E+16,1.29E+16
66.78571429,1.19717942,3.46E+15,7.49E+15,1.15E+16,1.56E+16,1.96E+16
73.46428571,1.949520667,6.16E+15,1.29E+16,1.95E+16,2.61E+16,3.27E+16
53.42857143,0.66010368,1.63E+15,3.72E+15,5.88E+15,8.05E+15,1.02E+16
60.10714286,1.198197879,3.51E+15,7.57E+15,1.16E+16,1.57E+16,1.98E+16
46.75,0.660014013,1.63E+15,3.73E+15,5.89E+15,8.07E+15,1.02E+16
122.7246822,106.0303775,5.85E+15,1.28E+16,1.97E+16,2.67E+16,3.36E+16
115.9085174,106.7911841,3.84E+15,8.40E+15,1.30E+16,1.76E+16,2.22E+16
109.0908142,107.3346097,2.30E+15,5.07E+15,7.85E+15,1.06E+16,1.34E+16
66.78571429,1.950633623,6.29E+15,1.31E+16,1.98E+16,2.65E+16,3.31E+16
